"scenario_name","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence","total_volume_item","total_volume_all","volume_percentage","fo_times_v","iai"
"species=Astyanax_fasciatus__sex=F__region=plains","prey_28",10,19,52.6315789473684,6.55,364.56,1.79668641650208,94.5624429737939,1.44516003768448
"species=Astyanax_fasciatus__sex=F__region=plains","prey_29",11,19,57.8947368421053,5.95,364.56,1.6321044546851,94.4902579028216,1.44405686208319
"species=Astyanax_fasciatus__sex=F__region=plains","prey_16",12,19,63.1578947368421,5.27,364.56,1.44557823129252,91.2996777658432,1.39529650050636
"species=Astyanax_fasciatus__sex=F__region=plains","prey_21",10,19,52.6315789473684,6.32,364.56,1.73359666447224,91.2419297090653,1.39441396002533
"species=Astyanax_fasciatus__sex=F__region=plains","prey_3",11,19,57.8947368421053,5.57,364.56,1.52786921220101,88.4555859695321,1.35183138181569
"species=Astyanax_fasciatus__sex=F__region=plains","prey_19",12,19,63.1578947368421,4.94,364.56,1.35505815229318,85.5826201448321,1.30792499288452
"species=Astyanax_fasciatus__sex=F__region=plains","prey_57",12,19,63.1578947368421,4.93,364.56,1.35231511959623,85.4093759744984,1.30527737144143
"species=Astyanax_fasciatus__sex=F__region=plains","prey_34",13,19,68.4210526315789,4.47,364.56,1.22613561553654,83.8934894840788,1.28211068381443
"species=Astyanax_fasciatus__sex=F__region=plains","prey_38",10,19,52.6315789473684,5.76,364.56,1.57998683344305,83.1572017601608,1.27085829268131
"species=Astyanax_fasciatus__sex=F__region=plains","prey_55",10,19,52.6315789473684,5.65,364.56,1.54981347377661,81.5691301987688,1.24658842945302
"species=Astyanax_fasciatus__sex=F__region=plains","prey_48",11,19,57.8947368421053,5.06,364.56,1.38797454465657,80.3564210064331,1.22805507935142
"species=Astyanax_fasciatus__sex=F__region=plains","prey_59",10,19,52.6315789473684,5.42,364.56,1.48672372174676,78.2486169340402,1.19584235179387
"species=Astyanax_fasciatus__sex=F__region=plains","prey_24",10,19,52.6315789473684,5.41,364.56,1.48398068904981,78.1042467920954,1.1936360005913
"species=Astyanax_fasciatus__sex=F__region=plains","prey_56",10,19,52.6315789473684,5.3,364.56,1.45380732938337,76.5161752307035,1.16936613736301
"species=Astyanax_fasciatus__sex=F__region=plains","prey_20",11,19,57.8947368421053,4.67,364.56,1.28099626947553,74.1629419170045,1.13340261276109
"species=Astyanax_fasciatus__sex=F__region=plains","prey_25",11,19,57.8947368421053,4.56,364.56,1.25082290980908,72.4160631994733,1.10670576320998
"species=Astyanax_fasciatus__sex=F__region=plains","prey_1",11,19,57.8947368421053,4.25,364.56,1.16578889620364,67.4930413591583,1.03146918720228
"species=Astyanax_fasciatus__sex=F__region=plains","prey_46",10,19,52.6315789473684,4.3,364.56,1.17950405968839,62.0791610362311,0.948731017105841
"species=Astyanax_fasciatus__sex=F__region=plains","prey_11",11,19,57.8947368421053,3.9,364.56,1.0697827518104,61.9347908942864,0.946524665903269
"species=Astyanax_fasciatus__sex=F__region=plains","prey_31",11,19,57.8947368421053,3.61,364.56,0.990234803598859,57.3293833662497,0.876142062541231
"species=Astyanax_fasciatus__sex=F__region=plains","prey_52",9,19,47.3684210526316,4.05,364.56,1.11092824226465,52.6229167388517,0.804215013337393
"species=Astyanax_fasciatus__sex=F__region=plains","prey_50",10,19,52.6315789473684,3.55,364.56,0.97377660741716,51.2514003903769,0.783254676912962
"species=Astyanax_fasciatus__sex=F__region=plains","prey_47",6,19,31.5789473684211,3.35,364.56,0.918915953478166,29.0183985308894,0.443476591716916
"species=Astyanax_fasciatus__sex=F__region=plains","prey_51",7,19,36.8421052631579,2.28,364.56,0.625411454904542,23.0414746543779,0.352133651930447
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_47",17,21,80.9523809523809,10.29,418,2.46172248803828,199.282296650718,3.02748673430182
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_42",16,21,76.1904761904762,10,418,2.39234449760766,182.273866484393,2.76909550956549
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_15",16,21,76.1904761904762,9.49,418,2.27033492822967,172.977899293689,2.62787163857765
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_36",18,21,85.7142857142857,8.41,418,2.01196172248804,172.453861927546,2.61991048898765
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_57",15,21,71.4285714285714,9.43,418,2.25598086124402,161.141490088858,2.44805349892524
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_53",16,21,76.1904761904762,8.77,418,2.09808612440191,159.854180906813,2.42849676188894
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_31",16,21,76.1904761904762,8.38,418,2.00478468899522,152.745500113921,2.32050203701588
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_51",15,21,71.4285714285714,8.79,418,2.10287081339713,150.205058099795,2.28190776835132
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_21",17,21,80.9523809523809,7.71,418,1.8444976076555,149.316473000684,2.26840842774218
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_29",15,21,71.4285714285714,8.52,418,2.03827751196172,145.591250854409,2.21181503826544
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_37",15,21,71.4285714285714,8.48,418,2.02870813397129,144.907723855092,2.20143093010457
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_44",15,21,71.4285714285714,8.42,418,2.01435406698565,143.882433356118,2.18585476786326
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_18",15,21,71.4285714285714,8.35,418,1.99760765550239,142.686261107314,2.16768257858174
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_35",15,21,71.4285714285714,8.18,418,1.95693779904306,139.781271360219,2.12355011889804
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_1",15,21,71.4285714285714,7.98,418,1.90909090909091,136.363636363636,2.07162957809369
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_33",16,21,76.1904761904762,7.23,418,1.72966507177034,131.784005468216,2.00205605341585
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_39",14,21,66.6666666666667,8.26,418,1.97607655502392,131.738437001595,2.00136377953846
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_40",14,21,66.6666666666667,7.82,418,1.87081339712919,124.720893141946,1.89475360242019
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_11",15,21,71.4285714285714,7.29,418,1.74401913875598,124.572795625427,1.89250371231867
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_24",13,21,61.9047619047619,8.15,418,1.94976076555024,120.699475962634,1.8336604327404
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_5",14,21,66.6666666666667,7.51,418,1.79665071770335,119.776714513557,1.81964188672323
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_30",15,21,71.4285714285714,6.7,418,1.60287081339713,114.490772385509,1.73933811694583
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_28",13,21,61.9047619047619,7.72,418,1.84688995215311,114.331282752335,1.73691515837496
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_19",14,21,66.6666666666667,7.16,418,1.71291866028708,114.194577352472,1.73483833674278
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_26",16,21,76.1904761904762,6.12,418,1.46411483253589,111.551606288448,1.69468645185408
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_56",13,21,61.9047619047619,7.47,418,1.78708133971292,110.628844839371,1.68066790583691
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_50",16,21,76.1904761904762,6.03,418,1.44258373205742,109.911141490089,1.66976459226799
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_6",14,21,66.6666666666667,6.81,418,1.62918660287081,108.612440191388,1.65003478676234
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_17",13,21,61.9047619047619,7.27,418,1.73923444976077,107.666894509,1.63567010380647
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_48",14,21,66.6666666666667,6.67,418,1.59569377990431,106.379585326954,1.61611336677016
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_10",13,21,61.9047619047619,7.17,418,1.71531100478469,106.185919343814,1.61317120279125
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_14",14,21,66.6666666666667,6.45,418,1.54306220095694,102.870813397129,1.56280827821103
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_52",12,21,57.1428571428571,7.44,418,1.7799043062201,101.708817498291,1.54515529433755
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_43",13,21,61.9047619047619,6.69,418,1.60047846889952,99.0772385509227,1.50517647791819
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_60",13,21,61.9047619047619,6.65,418,1.59090909090909,98.4848484848485,1.49617691751211
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_16",13,21,61.9047619047619,6.57,418,1.57177033492823,97.3000683526999,1.47817779669993
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_20",14,21,66.6666666666667,6.07,418,1.45215311004785,96.8102073365231,1.47073585251797
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_9",12,21,57.1428571428571,6.99,418,1.67224880382775,95.5570745044429,1.45169832088971
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_23",13,21,61.9047619047619,6.3,418,1.50717703349282,93.3014354066986,1.41743076395884
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_41",14,21,66.6666666666667,5.85,418,1.39952153110048,93.3014354066986,1.41743076395884
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_38",13,21,61.9047619047619,6.25,418,1.49521531100478,92.5609478241057,1.40618131345123
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_27",12,21,57.1428571428571,6.77,418,1.61961722488038,92.5495557074504,1.40600824498188
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_25",13,21,61.9047619047619,6.21,418,1.48564593301435,91.9685577580315,1.39718175304514
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_32",12,21,57.1428571428571,6.7,418,1.60287081339713,91.5926179084074,1.39147049355666
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_55",14,21,66.6666666666667,5.73,418,1.37081339712919,91.3875598086124,1.3883552611084
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_22",12,21,57.1428571428571,6.65,418,1.59090909090909,90.9090909090909,1.38108638539579
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_7",12,21,57.1428571428571,6.54,418,1.56459330143541,89.4053315105947,1.35824134744187
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_2",13,21,61.9047619047619,5.69,418,1.36124401913876,84.2674868990658,1.280187467766
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_54",12,21,57.1428571428571,6.03,418,1.44258373205742,82.4333561175666,1.25232344420099
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_12",11,21,52.3809523809524,6.38,418,1.52631578947368,79.9498746867168,1.21459451788317
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_58",14,21,66.6666666666667,4.65,418,1.11244019138756,74.1626794258373,1.12667573545446
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_45",10,21,47.6190476190476,6.44,418,1.54066985645933,73.3652312599681,1.11456094260011
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_49",12,21,57.1428571428571,5.16,418,1.23444976076555,70.53998632946,1.07163996220185
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_59",11,21,52.3809523809524,5.3,418,1.26794258373206,66.4160401002506,1.00898917629793
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_13",11,21,52.3809523809524,5.21,418,1.24641148325359,65.2882205513785,0.991855397832491
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_3",10,21,47.6190476190476,5.14,418,1.22966507177034,58.5554796081112,0.889571932447915
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_8",9,21,42.8571428571429,5.1,418,1.2200956937799,52.2898154477102,0.794384274306601
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_4",12,21,57.1428571428571,3.78,418,0.904306220095694,51.6746411483254,0.785038576961818
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_34",10,21,47.6190476190476,4.39,418,1.05023923444976,50.0113921166553,0.759770580437032
"species=Astyanax_fasciatus__sex=F__region=pothole","prey_46",9,21,42.8571428571429,4.29,418,1.02631578947368,43.984962406015,0.668217360152023
"species=Astyanax_fasciatus__sex=F__region=valley","prey_24",17,17,100,9.2,323.99,2.83959381462391,283.959381462391,4.35913229855039
"species=Astyanax_fasciatus__sex=F__region=valley","prey_28",14,17,82.3529411764706,8.23,323.99,2.54020185808204,209.193094194991,3.21137610894486
"species=Astyanax_fasciatus__sex=F__region=valley","prey_18",14,17,82.3529411764706,8.19,323.99,2.52785579801846,208.176359836814,3.19576796260734
"species=Astyanax_fasciatus__sex=F__region=valley","prey_22",14,17,82.3529411764706,7.66,323.99,2.36427050217599,194.704629590964,2.98896002363519
"species=Astyanax_fasciatus__sex=F__region=valley","prey_29",15,17,88.2352941176471,6.95,323.99,2.14512793604741,189.275994357124,2.90562367086879
"species=Astyanax_fasciatus__sex=F__region=valley","prey_56",14,17,82.3529411764706,7.07,323.99,2.18216611623816,179.707797807848,2.75873986515676
"species=Astyanax_fasciatus__sex=F__region=valley","prey_26",13,17,76.4705882352941,6.6,323.99,2.03709991049106,155.778228449317,2.39139099242726
"species=Astyanax_fasciatus__sex=F__region=valley","prey_36",13,17,76.4705882352941,6.5,323.99,2.00623476033211,153.417952260691,2.3551577955723
"species=Astyanax_fasciatus__sex=F__region=valley","prey_50",12,17,70.5882352941177,6.86,323.99,2.11734930090435,149.459950652072,2.29439751161553
"species=Astyanax_fasciatus__sex=F__region=valley","prey_20",12,17,70.5882352941177,6.73,323.99,2.07722460569771,146.62761922572,2.25091767538958
