"species","sampling_area","prey_item","stomachs_with_prey","total_stomachs","frequency_occurrence"
"Astyanax_fasciatus","Area_1","prey_43",22,22,100
"Astyanax_fasciatus","Area_1","prey_44",22,22,100
"Astyanax_fasciatus","Area_1","prey_45",22,22,100
"Astyanax_fasciatus","Area_1","prey_46",22,22,100
"Astyanax_fasciatus","Area_1","prey_47",22,22,100
"Astyanax_fasciatus","Area_1","prey_48",22,22,100
"Astyanax_fasciatus","Area_1","prey_49",22,22,100
"Astyanax_fasciatus","Area_1","prey_5",22,22,100
"Astyanax_fasciatus","Area_1","prey_50",22,22,100
"Astyanax_fasciatus","Area_1","prey_51",22,22,100
"Astyanax_fasciatus","Area_1","prey_52",22,22,100
"Astyanax_fasciatus","Area_1","prey_53",22,22,100
"Astyanax_fasciatus","Area_1","prey_54",22,22,100
"Astyanax_fasciatus","Area_1","prey_55",22,22,100
"Astyanax_fasciatus","Area_1","prey_56",22,22,100
"Astyanax_fasciatus","Area_1","prey_57",22,22,100
"Astyanax_fasciatus","Area_1","prey_58",22,22,100
"Astyanax_fasciatus","Area_1","prey_59",22,22,100
"Astyanax_fasciatus","Area_1","prey_6",22,22,100
"Astyanax_fasciatus","Area_1","prey_60",22,22,100
"Astyanax_fasciatus","Area_1","prey_7",22,22,100
"Astyanax_fasciatus","Area_1","prey_8",22,22,100
"Astyanax_fasciatus","Area_1","prey_9",22,22,100
"Astyanax_fasciatus","Area_2","prey_1",21,21,100
"Astyanax_fasciatus","Area_2","prey_10",21,21,100
"Astyanax_fasciatus","Area_2","prey_11",21,21,100
"Astyanax_fasciatus","Area_2","prey_12",21,21,100
"Astyanax_fasciatus","Area_2","prey_13",21,21,100
"Astyanax_fasciatus","Area_2","prey_14",21,21,100
"Astyanax_fasciatus","Area_2","prey_15",21,21,100
"Astyanax_fasciatus","Area_2","prey_16",21,21,100
"Astyanax_fasciatus","Area_2","prey_17",21,21,100
"Astyanax_fasciatus","Area_2","prey_18",21,21,100
"Astyanax_fasciatus","Area_2","prey_19",21,21,100
"Astyanax_fasciatus","Area_2","prey_2",21,21,100
"Astyanax_fasciatus","Area_2","prey_20",21,21,100
"Astyanax_fasciatus","Area_2","prey_21",21,21,100
"Astyanax_fasciatus","Area_2","prey_22",21,21,100
"Astyanax_fasciatus","Area_2","prey_23",21,21,100
"Astyanax_fasciatus","Area_2","prey_24",21,21,100
"Astyanax_fasciatus","Area_2","prey_25",21,21,100
"Astyanax_fasciatus","Area_2","prey_26",21,21,100
"Astyanax_fasciatus","Area_2","prey_27",21,21,100
"Astyanax_fasciatus","Area_2","prey_28",21,21,100
"Astyanax_fasciatus","Area_2","prey_29",21,21,100
"Astyanax_fasciatus","Area_2","prey_3",21,21,100
"Astyanax_fasciatus","Area_2","prey_30",21,21,100
"Astyanax_fasciatus","Area_2","prey_31",21,21,100
"Astyanax_fasciatus","Area_2","prey_32",21,21,100
"Astyanax_fasciatus","Area_2","prey_33",21,21,100
"Astyanax_fasciatus","Area_2","prey_34",21,21,100
"Astyanax_fasciatus","Area_2","prey_35",21,21,100
"Astyanax_fasciatus","Area_2","prey_36",21,21,100
"Astyanax_fasciatus","Area_2","prey_37",21,21,100
"Astyanax_fasciatus","Area_2","prey_38",21,21,100
"Astyanax_fasciatus","Area_2","prey_39",21,21,100
"Astyanax_fasciatus","Area_2","prey_4",21,21,100
"Astyanax_fasciatus","Area_2","prey_40",21,21,100
"Astyanax_fasciatus","Area_2","prey_41",21,21,100
"Astyanax_fasciatus","Area_2","prey_42",21,21,100
"Astyanax_fasciatus","Area_2","prey_43",21,21,100
"Astyanax_fasciatus","Area_2","prey_44",21,21,100
"Astyanax_fasciatus","Area_2","prey_45",21,21,100
"Astyanax_fasciatus","Area_2","prey_46",21,21,100
"Astyanax_fasciatus","Area_2","prey_47",21,21,100
"Astyanax_fasciatus","Area_2","prey_48",21,21,100
"Astyanax_fasciatus","Area_2","prey_49",21,21,100
"Astyanax_fasciatus","Area_2","prey_5",21,21,100
"Astyanax_fasciatus","Area_2","prey_50",21,21,100
"Astyanax_fasciatus","Area_2","prey_51",21,21,100
"Astyanax_fasciatus","Area_2","prey_52",21,21,100
"Astyanax_fasciatus","Area_2","prey_53",21,21,100
"Astyanax_fasciatus","Area_2","prey_54",21,21,100
"Astyanax_fasciatus","Area_2","prey_55",21,21,100
"Astyanax_fasciatus","Area_2","prey_56",21,21,100
"Astyanax_fasciatus","Area_2","prey_57",21,21,100
"Astyanax_fasciatus","Area_2","prey_58",21,21,100
"Astyanax_fasciatus","Area_2","prey_59",21,21,100
"Astyanax_fasciatus","Area_2","prey_6",21,21,100
"Astyanax_fasciatus","Area_2","prey_60",21,21,100
"Astyanax_fasciatus","Area_2","prey_7",21,21,100
"Astyanax_fasciatus","Area_2","prey_8",21,21,100
"Astyanax_fasciatus","Area_2","prey_9",21,21,100
"Astyanax_fasciatus","Area_3","prey_1",27,27,100
"Astyanax_fasciatus","Area_3","prey_10",27,27,100
"Astyanax_fasciatus","Area_3","prey_11",27,27,100
"Astyanax_fasciatus","Area_3","prey_12",27,27,100
"Astyanax_fasciatus","Area_3","prey_13",27,27,100
"Astyanax_fasciatus","Area_3","prey_14",27,27,100
"Astyanax_fasciatus","Area_3","prey_15",27,27,100
"Astyanax_fasciatus","Area_3","prey_16",27,27,100
"Astyanax_fasciatus","Area_3","prey_17",27,27,100
"Astyanax_fasciatus","Area_3","prey_18",27,27,100
"Astyanax_fasciatus","Area_3","prey_19",27,27,100
"Astyanax_fasciatus","Area_3","prey_2",27,27,100
"Astyanax_fasciatus","Area_3","prey_20",27,27,100
"Astyanax_fasciatus","Area_3","prey_21",27,27,100
"Astyanax_fasciatus","Area_3","prey_22",27,27,100
"Astyanax_fasciatus","Area_3","prey_23",27,27,100
"Astyanax_fasciatus","Area_3","prey_24",27,27,100
"Astyanax_fasciatus","Area_3","prey_25",27,27,100
"Astyanax_fasciatus","Area_3","prey_26",27,27,100
"Astyanax_fasciatus","Area_3","prey_27",27,27,100
"Astyanax_fasciatus","Area_3","prey_28",27,27,100
"Astyanax_fasciatus","Area_3","prey_29",27,27,100
"Astyanax_fasciatus","Area_3","prey_3",27,27,100
"Astyanax_fasciatus","Area_3","prey_30",27,27,100
"Astyanax_fasciatus","Area_3","prey_31",27,27,100
"Astyanax_fasciatus","Area_3","prey_32",27,27,100
"Astyanax_fasciatus","Area_3","prey_33",27,27,100
"Astyanax_fasciatus","Area_3","prey_34",27,27,100
"Astyanax_fasciatus","Area_3","prey_35",27,27,100
"Astyanax_fasciatus","Area_3","prey_36",27,27,100
"Astyanax_fasciatus","Area_3","prey_37",27,27,100
"Astyanax_fasciatus","Area_3","prey_38",27,27,100
"Astyanax_fasciatus","Area_3","prey_39",27,27,100
"Astyanax_fasciatus","Area_3","prey_4",27,27,100
"Astyanax_fasciatus","Area_3","prey_40",27,27,100
"Astyanax_fasciatus","Area_3","prey_41",27,27,100
"Astyanax_fasciatus","Area_3","prey_42",27,27,100
"Astyanax_fasciatus","Area_3","prey_43",27,27,100
"Astyanax_fasciatus","Area_3","prey_44",27,27,100
"Astyanax_fasciatus","Area_3","prey_45",27,27,100
"Astyanax_fasciatus","Area_3","prey_46",27,27,100
"Astyanax_fasciatus","Area_3","prey_47",27,27,100
"Astyanax_fasciatus","Area_3","prey_48",27,27,100
"Astyanax_fasciatus","Area_3","prey_49",27,27,100
"Astyanax_fasciatus","Area_3","prey_5",27,27,100
"Astyanax_fasciatus","Area_3","prey_50",27,27,100
"Astyanax_fasciatus","Area_3","prey_51",27,27,100
"Astyanax_fasciatus","Area_3","prey_52",27,27,100
"Astyanax_fasciatus","Area_3","prey_53",27,27,100
"Astyanax_fasciatus","Area_3","prey_54",27,27,100
"Astyanax_fasciatus","Area_3","prey_55",27,27,100
"Astyanax_fasciatus","Area_3","prey_56",27,27,100
"Astyanax_fasciatus","Area_3","prey_57",27,27,100
"Astyanax_fasciatus","Area_3","prey_58",27,27,100
"Astyanax_fasciatus","Area_3","prey_59",27,27,100
"Astyanax_fasciatus","Area_3","prey_6",27,27,100
"Astyanax_fasciatus","Area_3","prey_60",27,27,100
"Astyanax_fasciatus","Area_3","prey_7",27,27,100
"Astyanax_fasciatus","Area_3","prey_8",27,27,100
"Astyanax_fasciatus","Area_3","prey_9",27,27,100
"Astyanax_fasciatus","Area_4","prey_1",24,24,100
"Astyanax_fasciatus","Area_4","prey_10",24,24,100
"Astyanax_fasciatus","Area_4","prey_11",24,24,100
"Astyanax_fasciatus","Area_4","prey_12",24,24,100
"Astyanax_fasciatus","Area_4","prey_13",24,24,100
"Astyanax_fasciatus","Area_4","prey_14",24,24,100
"Astyanax_fasciatus","Area_4","prey_15",24,24,100
"Astyanax_fasciatus","Area_4","prey_16",24,24,100
"Astyanax_fasciatus","Area_4","prey_17",24,24,100
"Astyanax_fasciatus","Area_4","prey_18",24,24,100
"Astyanax_fasciatus","Area_4","prey_19",24,24,100
"Astyanax_fasciatus","Area_4","prey_2",24,24,100
"Astyanax_fasciatus","Area_4","prey_20",24,24,100
"Astyanax_fasciatus","Area_4","prey_21",24,24,100
"Astyanax_fasciatus","Area_4","prey_22",24,24,100
"Astyanax_fasciatus","Area_4","prey_23",24,24,100
"Astyanax_fasciatus","Area_4","prey_24",24,24,100
"Astyanax_fasciatus","Area_4","prey_25",24,24,100
"Astyanax_fasciatus","Area_4","prey_26",24,24,100
"Astyanax_fasciatus","Area_4","prey_27",24,24,100
"Astyanax_fasciatus","Area_4","prey_28",24,24,100
"Astyanax_fasciatus","Area_4","prey_29",24,24,100
"Astyanax_fasciatus","Area_4","prey_3",24,24,100
"Astyanax_fasciatus","Area_4","prey_30",24,24,100
"Astyanax_fasciatus","Area_4","prey_31",24,24,100
"Astyanax_fasciatus","Area_4","prey_32",24,24,100
"Astyanax_fasciatus","Area_4","prey_33",24,24,100
"Astyanax_fasciatus","Area_4","prey_34",24,24,100
"Astyanax_fasciatus","Area_4","prey_35",24,24,100
"Astyanax_fasciatus","Area_4","prey_36",24,24,100
"Astyanax_fasciatus","Area_4","prey_37",24,24,100
"Astyanax_fasciatus","Area_4","prey_38",24,24,100
"Astyanax_fasciatus","Area_4","prey_39",24,24,100
"Astyanax_fasciatus","Area_4","prey_4",24,24,100
"Astyanax_fasciatus","Area_4","prey_40",24,24,100
"Astyanax_fasciatus","Area_4","prey_41",24,24,100
"Astyanax_fasciatus","Area_4","prey_42",24,24,100
"Astyanax_fasciatus","Area_4","prey_43",24,24,100
"Astyanax_fasciatus","Area_4","prey_44",24,24,100
"Astyanax_fasciatus","Area_4","prey_45",24,24,100
"Astyanax_fasciatus","Area_4","prey_46",24,24,100
"Astyanax_fasciatus","Area_4","prey_47",24,24,100
"Astyanax_fasciatus","Area_4","prey_48",24,24,100
"Astyanax_fasciatus","Area_4","prey_49",24,24,100
"Astyanax_fasciatus","Area_4","prey_5",24,24,100
"Astyanax_fasciatus","Area_4","prey_50",24,24,100
"Astyanax_fasciatus","Area_4","prey_51",24,24,100
"Astyanax_fasciatus","Area_4","prey_52",24,24,100
"Astyanax_fasciatus","Area_4","prey_53",24,24,100
"Astyanax_fasciatus","Area_4","prey_54",24,24,100
"Astyanax_fasciatus","Area_4","prey_55",24,24,100
"Astyanax_fasciatus","Area_4","prey_56",24,24,100
"Astyanax_fasciatus","Area_4","prey_57",24,24,100
"Astyanax_fasciatus","Area_4","prey_58",24,24,100
"Astyanax_fasciatus","Area_4","prey_59",24,24,100
"Astyanax_fasciatus","Area_4","prey_6",24,24,100
"Astyanax_fasciatus","Area_4","prey_60",24,24,100
"Astyanax_fasciatus","Area_4","prey_7",24,24,100
"Astyanax_fasciatus","Area_4","prey_8",24,24,100
"Astyanax_fasciatus","Area_4","prey_9",24,24,100
"Cichla_ocellaris","Area_1","prey_1",19,19,100
"Cichla_ocellaris","Area_1","prey_10",19,19,100
"Cichla_ocellaris","Area_1","prey_11",19,19,100
"Cichla_ocellaris","Area_1","prey_12",19,19,100
"Cichla_ocellaris","Area_1","prey_13",19,19,100
"Cichla_ocellaris","Area_1","prey_14",19,19,100
"Cichla_ocellaris","Area_1","prey_15",19,19,100
"Cichla_ocellaris","Area_1","prey_16",19,19,100
"Cichla_ocellaris","Area_1","prey_17",19,19,100
"Cichla_ocellaris","Area_1","prey_18",19,19,100
"Cichla_ocellaris","Area_1","prey_19",19,19,100
"Cichla_ocellaris","Area_1","prey_2",19,19,100
"Cichla_ocellaris","Area_1","prey_20",19,19,100
"Cichla_ocellaris","Area_1","prey_21",19,19,100
"Cichla_ocellaris","Area_1","prey_22",19,19,100
"Cichla_ocellaris","Area_1","prey_23",19,19,100
"Cichla_ocellaris","Area_1","prey_24",19,19,100
"Cichla_ocellaris","Area_1","prey_25",19,19,100
"Cichla_ocellaris","Area_1","prey_26",19,19,100
"Cichla_ocellaris","Area_1","prey_27",19,19,100
"Cichla_ocellaris","Area_1","prey_28",19,19,100
"Cichla_ocellaris","Area_1","prey_29",19,19,100
"Cichla_ocellaris","Area_1","prey_3",19,19,100
"Cichla_ocellaris","Area_1","prey_30",19,19,100
"Cichla_ocellaris","Area_1","prey_31",19,19,100
"Cichla_ocellaris","Area_1","prey_32",19,19,100
"Cichla_ocellaris","Area_1","prey_33",19,19,100
"Cichla_ocellaris","Area_1","prey_34",19,19,100
"Cichla_ocellaris","Area_1","prey_35",19,19,100
"Cichla_ocellaris","Area_1","prey_36",19,19,100
"Cichla_ocellaris","Area_1","prey_37",19,19,100
"Cichla_ocellaris","Area_1","prey_38",19,19,100
"Cichla_ocellaris","Area_1","prey_39",19,19,100
"Cichla_ocellaris","Area_1","prey_4",19,19,100
"Cichla_ocellaris","Area_1","prey_40",19,19,100
"Cichla_ocellaris","Area_1","prey_41",19,19,100
"Cichla_ocellaris","Area_1","prey_42",19,19,100
"Cichla_ocellaris","Area_1","prey_43",19,19,100
"Cichla_ocellaris","Area_1","prey_44",19,19,100
"Cichla_ocellaris","Area_1","prey_45",19,19,100
"Cichla_ocellaris","Area_1","prey_46",19,19,100
"Cichla_ocellaris","Area_1","prey_47",19,19,100
"Cichla_ocellaris","Area_1","prey_48",19,19,100
"Cichla_ocellaris","Area_1","prey_49",19,19,100
"Cichla_ocellaris","Area_1","prey_5",19,19,100
"Cichla_ocellaris","Area_1","prey_50",19,19,100
"Cichla_ocellaris","Area_1","prey_51",19,19,100
"Cichla_ocellaris","Area_1","prey_52",19,19,100
"Cichla_ocellaris","Area_1","prey_53",19,19,100
"Cichla_ocellaris","Area_1","prey_54",19,19,100
"Cichla_ocellaris","Area_1","prey_55",19,19,100
"Cichla_ocellaris","Area_1","prey_56",19,19,100
"Cichla_ocellaris","Area_1","prey_57",19,19,100
"Cichla_ocellaris","Area_1","prey_58",19,19,100
"Cichla_ocellaris","Area_1","prey_59",19,19,100
"Cichla_ocellaris","Area_1","prey_6",19,19,100
"Cichla_ocellaris","Area_1","prey_60",19,19,100
"Cichla_ocellaris","Area_1","prey_7",19,19,100
"Cichla_ocellaris","Area_1","prey_8",19,19,100
"Cichla_ocellaris","Area_1","prey_9",19,19,100
"Cichla_ocellaris","Area_2","prey_1",27,27,100
"Cichla_ocellaris","Area_2","prey_10",27,27,100
"Cichla_ocellaris","Area_2","prey_11",27,27,100
"Cichla_ocellaris","Area_2","prey_12",27,27,100
"Cichla_ocellaris","Area_2","prey_13",27,27,100
"Cichla_ocellaris","Area_2","prey_14",27,27,100
"Cichla_ocellaris","Area_2","prey_15",27,27,100
"Cichla_ocellaris","Area_2","prey_16",27,27,100
"Cichla_ocellaris","Area_2","prey_17",27,27,100
"Cichla_ocellaris","Area_2","prey_18",27,27,100
"Cichla_ocellaris","Area_2","prey_19",27,27,100
"Cichla_ocellaris","Area_2","prey_2",27,27,100
"Cichla_ocellaris","Area_2","prey_20",27,27,100
"Cichla_ocellaris","Area_2","prey_21",27,27,100
"Cichla_ocellaris","Area_2","prey_22",27,27,100
"Cichla_ocellaris","Area_2","prey_23",27,27,100
"Cichla_ocellaris","Area_2","prey_24",27,27,100
"Cichla_ocellaris","Area_2","prey_25",27,27,100
"Cichla_ocellaris","Area_2","prey_26",27,27,100
"Cichla_ocellaris","Area_2","prey_27",27,27,100
"Cichla_ocellaris","Area_2","prey_28",27,27,100
"Cichla_ocellaris","Area_2","prey_29",27,27,100
"Cichla_ocellaris","Area_2","prey_3",27,27,100
"Cichla_ocellaris","Area_2","prey_30",27,27,100
"Cichla_ocellaris","Area_2","prey_31",27,27,100
"Cichla_ocellaris","Area_2","prey_32",27,27,100
"Cichla_ocellaris","Area_2","prey_33",27,27,100
"Cichla_ocellaris","Area_2","prey_34",27,27,100
"Cichla_ocellaris","Area_2","prey_35",27,27,100
"Cichla_ocellaris","Area_2","prey_36",27,27,100
"Cichla_ocellaris","Area_2","prey_37",27,27,100
"Cichla_ocellaris","Area_2","prey_38",27,27,100
"Cichla_ocellaris","Area_2","prey_39",27,27,100
"Cichla_ocellaris","Area_2","prey_4",27,27,100
"Cichla_ocellaris","Area_2","prey_40",27,27,100
"Cichla_ocellaris","Area_2","prey_41",27,27,100
"Cichla_ocellaris","Area_2","prey_42",27,27,100
"Cichla_ocellaris","Area_2","prey_43",27,27,100
"Cichla_ocellaris","Area_2","prey_44",27,27,100
"Cichla_ocellaris","Area_2","prey_45",27,27,100
"Cichla_ocellaris","Area_2","prey_46",27,27,100
"Cichla_ocellaris","Area_2","prey_47",27,27,100
"Cichla_ocellaris","Area_2","prey_48",27,27,100
"Cichla_ocellaris","Area_2","prey_49",27,27,100
"Cichla_ocellaris","Area_2","prey_5",27,27,100
"Cichla_ocellaris","Area_2","prey_50",27,27,100
"Cichla_ocellaris","Area_2","prey_51",27,27,100
"Cichla_ocellaris","Area_2","prey_52",27,27,100
"Cichla_ocellaris","Area_2","prey_53",27,27,100
"Cichla_ocellaris","Area_2","prey_54",27,27,100
"Cichla_ocellaris","Area_2","prey_55",27,27,100
"Cichla_ocellaris","Area_2","prey_56",27,27,100
"Cichla_ocellaris","Area_2","prey_57",27,27,100
"Cichla_ocellaris","Area_2","prey_58",27,27,100
"Cichla_ocellaris","Area_2","prey_59",27,27,100
"Cichla_ocellaris","Area_2","prey_6",27,27,100
"Cichla_ocellaris","Area_2","prey_60",27,27,100
"Cichla_ocellaris","Area_2","prey_7",27,27,100
"Cichla_ocellaris","Area_2","prey_8",27,27,100
"Cichla_ocellaris","Area_2","prey_9",27,27,100
"Cichla_ocellaris","Area_3","prey_1",27,27,100
"Cichla_ocellaris","Area_3","prey_10",27,27,100
"Cichla_ocellaris","Area_3","prey_11",27,27,100
"Cichla_ocellaris","Area_3","prey_12",27,27,100
"Cichla_ocellaris","Area_3","prey_13",27,27,100
"Cichla_ocellaris","Area_3","prey_14",27,27,100
"Cichla_ocellaris","Area_3","prey_15",27,27,100
"Cichla_ocellaris","Area_3","prey_16",27,27,100
"Cichla_ocellaris","Area_3","prey_17",27,27,100
"Cichla_ocellaris","Area_3","prey_18",27,27,100
"Cichla_ocellaris","Area_3","prey_19",27,27,100
"Cichla_ocellaris","Area_3","prey_2",27,27,100
"Cichla_ocellaris","Area_3","prey_20",27,27,100
"Cichla_ocellaris","Area_3","prey_21",27,27,100
"Cichla_ocellaris","Area_3","prey_22",27,27,100
"Cichla_ocellaris","Area_3","prey_23",27,27,100
"Cichla_ocellaris","Area_3","prey_24",27,27,100
"Cichla_ocellaris","Area_3","prey_25",27,27,100
"Cichla_ocellaris","Area_3","prey_26",27,27,100
"Cichla_ocellaris","Area_3","prey_27",27,27,100
"Cichla_ocellaris","Area_3","prey_28",27,27,100
"Cichla_ocellaris","Area_3","prey_29",27,27,100
"Cichla_ocellaris","Area_3","prey_3",27,27,100
"Cichla_ocellaris","Area_3","prey_30",27,27,100
"Cichla_ocellaris","Area_3","prey_31",27,27,100
"Cichla_ocellaris","Area_3","prey_32",27,27,100
"Cichla_ocellaris","Area_3","prey_33",27,27,100
"Cichla_ocellaris","Area_3","prey_34",27,27,100
"Cichla_ocellaris","Area_3","prey_35",27,27,100
"Cichla_ocellaris","Area_3","prey_36",27,27,100
"Cichla_ocellaris","Area_3","prey_37",27,27,100
"Cichla_ocellaris","Area_3","prey_38",27,27,100
"Cichla_ocellaris","Area_3","prey_39",27,27,100
"Cichla_ocellaris","Area_3","prey_4",27,27,100
"Cichla_ocellaris","Area_3","prey_40",27,27,100
"Cichla_ocellaris","Area_3","prey_41",27,27,100
"Cichla_ocellaris","Area_3","prey_42",27,27,100
"Cichla_ocellaris","Area_3","prey_43",27,27,100
"Cichla_ocellaris","Area_3","prey_44",27,27,100
"Cichla_ocellaris","Area_3","prey_45",27,27,100
"Cichla_ocellaris","Area_3","prey_46",27,27,100
"Cichla_ocellaris","Area_3","prey_47",27,27,100
"Cichla_ocellaris","Area_3","prey_48",27,27,100
"Cichla_ocellaris","Area_3","prey_49",27,27,100
"Cichla_ocellaris","Area_3","prey_5",27,27,100
"Cichla_ocellaris","Area_3","prey_50",27,27,100
"Cichla_ocellaris","Area_3","prey_51",27,27,100
"Cichla_ocellaris","Area_3","prey_52",27,27,100
"Cichla_ocellaris","Area_3","prey_53",27,27,100
"Cichla_ocellaris","Area_3","prey_54",27,27,100
"Cichla_ocellaris","Area_3","prey_55",27,27,100
"Cichla_ocellaris","Area_3","prey_56",27,27,100
"Cichla_ocellaris","Area_3","prey_57",27,27,100
"Cichla_ocellaris","Area_3","prey_58",27,27,100
"Cichla_ocellaris","Area_3","prey_59",27,27,100
"Cichla_ocellaris","Area_3","prey_6",27,27,100
"Cichla_ocellaris","Area_3","prey_60",27,27,100
"Cichla_ocellaris","Area_3","prey_7",27,27,100
"Cichla_ocellaris","Area_3","prey_8",27,27,100
"Cichla_ocellaris","Area_3","prey_9",27,27,100
"Cichla_ocellaris","Area_4","prey_1",26,26,100
"Cichla_ocellaris","Area_4","prey_10",26,26,100
"Cichla_ocellaris","Area_4","prey_11",26,26,100
"Cichla_ocellaris","Area_4","prey_12",26,26,100
"Cichla_ocellaris","Area_4","prey_13",26,26,100
"Cichla_ocellaris","Area_4","prey_14",26,26,100
"Cichla_ocellaris","Area_4","prey_15",26,26,100
"Cichla_ocellaris","Area_4","prey_16",26,26,100
"Cichla_ocellaris","Area_4","prey_17",26,26,100
"Cichla_ocellaris","Area_4","prey_18",26,26,100
"Cichla_ocellaris","Area_4","prey_19",26,26,100
"Cichla_ocellaris","Area_4","prey_2",26,26,100
"Cichla_ocellaris","Area_4","prey_20",26,26,100
"Cichla_ocellaris","Area_4","prey_21",26,26,100
"Cichla_ocellaris","Area_4","prey_22",26,26,100
"Cichla_ocellaris","Area_4","prey_23",26,26,100
"Cichla_ocellaris","Area_4","prey_24",26,26,100
"Cichla_ocellaris","Area_4","prey_25",26,26,100
"Cichla_ocellaris","Area_4","prey_26",26,26,100
"Cichla_ocellaris","Area_4","prey_27",26,26,100
"Cichla_ocellaris","Area_4","prey_28",26,26,100
"Cichla_ocellaris","Area_4","prey_29",26,26,100
"Cichla_ocellaris","Area_4","prey_3",26,26,100
"Cichla_ocellaris","Area_4","prey_30",26,26,100
"Cichla_ocellaris","Area_4","prey_31",26,26,100
"Cichla_ocellaris","Area_4","prey_32",26,26,100
"Cichla_ocellaris","Area_4","prey_33",26,26,100
"Cichla_ocellaris","Area_4","prey_34",26,26,100
"Cichla_ocellaris","Area_4","prey_35",26,26,100
"Cichla_ocellaris","Area_4","prey_36",26,26,100
"Cichla_ocellaris","Area_4","prey_37",26,26,100
"Cichla_ocellaris","Area_4","prey_38",26,26,100
"Cichla_ocellaris","Area_4","prey_39",26,26,100
"Cichla_ocellaris","Area_4","prey_4",26,26,100
"Cichla_ocellaris","Area_4","prey_40",26,26,100
"Cichla_ocellaris","Area_4","prey_41",26,26,100
"Cichla_ocellaris","Area_4","prey_42",26,26,100
"Cichla_ocellaris","Area_4","prey_43",26,26,100
"Cichla_ocellaris","Area_4","prey_44",26,26,100
"Cichla_ocellaris","Area_4","prey_45",26,26,100
"Cichla_ocellaris","Area_4","prey_46",26,26,100
"Cichla_ocellaris","Area_4","prey_47",26,26,100
"Cichla_ocellaris","Area_4","prey_48",26,26,100
"Cichla_ocellaris","Area_4","prey_49",26,26,100
"Cichla_ocellaris","Area_4","prey_5",26,26,100
"Cichla_ocellaris","Area_4","prey_50",26,26,100
"Cichla_ocellaris","Area_4","prey_51",26,26,100
"Cichla_ocellaris","Area_4","prey_52",26,26,100
"Cichla_ocellaris","Area_4","prey_53",26,26,100
"Cichla_ocellaris","Area_4","prey_54",26,26,100
"Cichla_ocellaris","Area_4","prey_55",26,26,100
"Cichla_ocellaris","Area_4","prey_56",26,26,100
"Cichla_ocellaris","Area_4","prey_57",26,26,100
"Cichla_ocellaris","Area_4","prey_58",26,26,100
"Cichla_ocellaris","Area_4","prey_59",26,26,100
"Cichla_ocellaris","Area_4","prey_6",26,26,100
"Cichla_ocellaris","Area_4","prey_60",26,26,100
"Cichla_ocellaris","Area_4","prey_7",26,26,100
"Cichla_ocellaris","Area_4","prey_8",26,26,100
"Cichla_ocellaris","Area_4","prey_9",26,26,100
"Geophagus_brasiliensis","Area_1","prey_1",23,23,100
"Geophagus_brasiliensis","Area_1","prey_10",23,23,100
"Geophagus_brasiliensis","Area_1","prey_11",23,23,100
"Geophagus_brasiliensis","Area_1","prey_12",23,23,100
"Geophagus_brasiliensis","Area_1","prey_13",23,23,100
"Geophagus_brasiliensis","Area_1","prey_14",23,23,100
"Geophagus_brasiliensis","Area_1","prey_15",23,23,100
